AncSpider.py: Starting start_requests
Attempting to add data to MongoDB: {'id': 1146, 'name': 'Alki Playfield Tennis Court 01', 'facility_type': 'Tennis Court - Outdoor (Citywide)', 'address': 'Alki Playfield 5817 SW Lander ST Seattle, WA, 98136', 'available_times': '2024-11-02 08:30:00-00:00:00'}
Error adding data to MongoDB: bad auth : authentication failed, full error: {'ok': 0, 'errmsg': 'bad auth : authentication failed', 'code': 8000, 'codeName': 'AtlasError'}
Starting spider run at Sat Nov  2 08:52:00 PDT 2024
Running spider with verbose output...
Spider run completed at Sat Nov  2 08:52:29 PDT 2024

=== Run Summary ===
Debug Log: /Users/ryanheger/CurrentScraper/logs/debug_20241102_085200.log
Spider Log: /Users/ryanheger/CurrentScraper/logs/spider_20241102_085200.log
Error Log: /Users/ryanheger/CurrentScraper/logs/error_20241102_085200.log

=== Last Debug Messages ===

=== Last Error Messages ===

=== Spider Statistics ===
2024-11-02 08:52:29 [scrapy.statscollectors] INFO: Dumping Scrapy stats:
{'downloader/request_bytes': 69181,
 'downloader/request_count': 26,
 'downloader/request_method_count/GET': 24,
 'downloader/request_method_count/POST': 2,
 'downloader/response_bytes': 50299,
 'downloader/response_count': 26,
 'downloader/response_status_count/200': 3,
 'downloader/response_status_count/202': 20,
 'downloader/response_status_count/302': 3,
 'elapsed_time_seconds': 28.551376,
 'finish_reason': 'finished',
 'finish_time': datetime.datetime(2024, 11, 2, 15, 52, 29, 786458, tzinfo=datetime.timezone.utc),
 'httpcompression/response_bytes': 81965,
 'httpcompression/response_count': 23,
 'log_count/DEBUG': 235,
 'log_count/INFO': 783,
 'memusage/max': 85377024,
 'memusage/startup': 85377024,
 'request_depth_max': 3,
 'response_received_count': 23,

=== Verification Results ===
Checking court data...
Current time: 2024-11-02 08:52:30
Tomorrow's date should be: 2024-11-03

Total courts found: 20

Most recent entries:

======================================================================
ID: 1146
Name: Alki Playfield Tennis Court 01
Facility Type: Tennis Court - Outdoor (Citywide)
Address: Alki Playfield
Last Updated: 2024-11-02T08:52:29.719017+00:00

Available Times:
======================================================================

======================================================================
ID: 1147
Name: Alki Playfield Tennis Court 02
Facility Type: Tennis Court - Outdoor (Citywide)
Address: Alki Playfield
Last Updated: 2024-11-02T08:52:28.508908+00:00

Available Times:
======================================================================

======================================================================
ID: 279
Name: AYTC Outdoor Tennis Court 01
Facility Type: Tennis Court - Outdoor (AYTC)
Address: Amy Yee Tennis Center (AYTC)
Last Updated: 2024-11-02T08:52:27.231849+00:00

Available Times:
======================================================================

======================================================================
ID: 280
Name: AYTC Outdoor Tennis Court 02
Facility Type: Tennis Court - Outdoor (AYTC)
Address: Amy Yee Tennis Center (AYTC)
Last Updated: 2024-11-02T08:52:25.806323+00:00

Available Times:
======================================================================

======================================================================
ID: 281
Name: AYTC Outdoor Tennis Court 03
Facility Type: Tennis Court - Outdoor (AYTC)
Address: Amy Yee Tennis Center (AYTC)
Last Updated: 2024-11-02T08:52:24.558864+00:00

Available Times:
======================================================================

Courts by facility type:
Tennis Court - Outdoor (Citywide): 14 courts
Tennis Court - Outdoor (AYTC): 6 courts
Starting spider run at Sun Nov  3 08:52:05 PST 2024
Running spider with verbose output...
Spider run completed at Sun Nov  3 08:52:37 PST 2024

=== Run Summary ===
Debug Log: /Users/ryanheger/CurrentScraper/logs/debug_20241103_085205.log
Spider Log: /Users/ryanheger/CurrentScraper/logs/spider_20241103_085205.log
Error Log: /Users/ryanheger/CurrentScraper/logs/error_20241103_085205.log

=== Last Debug Messages ===

=== Last Error Messages ===

=== Spider Statistics ===
2024-11-03 08:52:37 [scrapy.statscollectors] INFO: Dumping Scrapy stats:
{'downloader/request_bytes': 69177,
 'downloader/request_count': 26,
 'downloader/request_method_count/GET': 24,
 'downloader/request_method_count/POST': 2,
 'downloader/response_bytes': 50300,
 'downloader/response_count': 26,
 'downloader/response_status_count/200': 3,
 'downloader/response_status_count/202': 20,
 'downloader/response_status_count/302': 3,
 'elapsed_time_seconds': 31.445594,
 'finish_reason': 'finished',
 'finish_time': datetime.datetime(2024, 11, 3, 16, 52, 37, 782098, tzinfo=datetime.timezone.utc),
 'httpcompression/response_bytes': 81976,
 'httpcompression/response_count': 23,
 'log_count/DEBUG': 235,
 'log_count/INFO': 783,
 'memusage/max': 83705856,
 'memusage/startup': 83705856,
 'request_depth_max': 3,
 'response_received_count': 23,

=== Verification Results ===
Checking court data...
Current time: 2024-11-03 08:52:38
Tomorrow's date should be: 2024-11-04

Total courts found: 20

Most recent entries:

======================================================================
ID: 1146
Name: Alki Playfield Tennis Court 01
Facility Type: Tennis Court - Outdoor (Citywide)
Address: Alki Playfield
Last Updated: 2024-11-03T08:52:37.671226+00:00

Available Times:
======================================================================

======================================================================
ID: 1147
Name: Alki Playfield Tennis Court 02
Facility Type: Tennis Court - Outdoor (Citywide)
Address: Alki Playfield
Last Updated: 2024-11-03T08:52:36.465113+00:00

Available Times:
======================================================================

======================================================================
ID: 279
Name: AYTC Outdoor Tennis Court 01
Facility Type: Tennis Court - Outdoor (AYTC)
Address: Amy Yee Tennis Center (AYTC)
Last Updated: 2024-11-03T08:52:35.18556+00:00

Available Times:
======================================================================

======================================================================
ID: 280
Name: AYTC Outdoor Tennis Court 02
Facility Type: Tennis Court - Outdoor (AYTC)
Address: Amy Yee Tennis Center (AYTC)
Last Updated: 2024-11-03T08:52:34.058565+00:00

Available Times:
======================================================================

======================================================================
ID: 281
Name: AYTC Outdoor Tennis Court 03
Facility Type: Tennis Court - Outdoor (AYTC)
Address: Amy Yee Tennis Center (AYTC)
Last Updated: 2024-11-03T08:52:32.742667+00:00

Available Times:
======================================================================

Courts by facility type:
Tennis Court - Outdoor (Citywide): 14 courts
Tennis Court - Outdoor (AYTC): 6 courts
Starting spider run at Mon Nov  4 08:52:00 PST 2024
Running spider with verbose output...
Spider run completed at Mon Nov  4 08:52:32 PST 2024

=== Run Summary ===
Debug Log: /Users/ryanheger/CurrentScraper/logs/debug_20241104_085200.log
Spider Log: /Users/ryanheger/CurrentScraper/logs/spider_20241104_085200.log
Error Log: /Users/ryanheger/CurrentScraper/logs/error_20241104_085200.log

=== Last Debug Messages ===

=== Last Error Messages ===

=== Spider Statistics ===
2024-11-04 08:52:31 [scrapy.statscollectors] INFO: Dumping Scrapy stats:
{'downloader/request_bytes': 69212,
 'downloader/request_count': 26,
 'downloader/request_method_count/GET': 24,
 'downloader/request_method_count/POST': 2,
 'downloader/response_bytes': 50300,
 'downloader/response_count': 26,
 'downloader/response_status_count/200': 3,
 'downloader/response_status_count/202': 20,
 'downloader/response_status_count/302': 3,
 'elapsed_time_seconds': 30.621452,
 'finish_reason': 'finished',
 'finish_time': datetime.datetime(2024, 11, 4, 16, 52, 31, 876053, tzinfo=datetime.timezone.utc),
 'httpcompression/response_bytes': 81968,
 'httpcompression/response_count': 23,
 'log_count/DEBUG': 235,
 'log_count/INFO': 783,
 'memusage/max': 84361216,
 'memusage/startup': 84361216,
 'request_depth_max': 3,
 'response_received_count': 23,

=== Verification Results ===
Checking court data...
Current time: 2024-11-04 08:52:32
Tomorrow's date should be: 2024-11-05

Total courts found: 20

Most recent entries:

======================================================================
ID: 1146
Name: Alki Playfield Tennis Court 01
Facility Type: Tennis Court - Outdoor (Citywide)
Address: Alki Playfield
Last Updated: 2024-11-04T08:52:31.778191+00:00

Available Times:
======================================================================

======================================================================
ID: 1147
Name: Alki Playfield Tennis Court 02
Facility Type: Tennis Court - Outdoor (Citywide)
Address: Alki Playfield
Last Updated: 2024-11-04T08:52:30.401647+00:00

Available Times:
======================================================================

======================================================================
ID: 279
Name: AYTC Outdoor Tennis Court 01
Facility Type: Tennis Court - Outdoor (AYTC)
Address: Amy Yee Tennis Center (AYTC)
Last Updated: 2024-11-04T08:52:28.865384+00:00

Available Times:
======================================================================

======================================================================
ID: 280
Name: AYTC Outdoor Tennis Court 02
Facility Type: Tennis Court - Outdoor (AYTC)
Address: Amy Yee Tennis Center (AYTC)
Last Updated: 2024-11-04T08:52:27.493804+00:00

Available Times:
======================================================================

======================================================================
ID: 281
Name: AYTC Outdoor Tennis Court 03
Facility Type: Tennis Court - Outdoor (AYTC)
Address: Amy Yee Tennis Center (AYTC)
Last Updated: 2024-11-04T08:52:26.633006+00:00

Available Times:
======================================================================

Courts by facility type:
Tennis Court - Outdoor (Citywide): 14 courts
Tennis Court - Outdoor (AYTC): 6 courts
Starting spider run at Tue Nov  5 08:52:04 PST 2024
Running spider with verbose output...
Spider run completed at Tue Nov  5 08:52:35 PST 2024

=== Run Summary ===
Debug Log: /Users/ryanheger/CurrentScraper/logs/debug_20241105_085204.log
Spider Log: /Users/ryanheger/CurrentScraper/logs/spider_20241105_085204.log
Error Log: /Users/ryanheger/CurrentScraper/logs/error_20241105_085204.log

=== Last Debug Messages ===

=== Last Error Messages ===

=== Spider Statistics ===
2024-11-05 08:52:35 [scrapy.statscollectors] INFO: Dumping Scrapy stats:
{'downloader/request_bytes': 69138,
 'downloader/request_count': 26,
 'downloader/request_method_count/GET': 24,
 'downloader/request_method_count/POST': 2,
 'downloader/response_bytes': 50307,
 'downloader/response_count': 26,
 'downloader/response_status_count/200': 3,
 'downloader/response_status_count/202': 20,
 'downloader/response_status_count/302': 3,
 'elapsed_time_seconds': 28.924676,
 'finish_reason': 'finished',
 'finish_time': datetime.datetime(2024, 11, 5, 16, 52, 35, 480777, tzinfo=datetime.timezone.utc),
 'httpcompression/response_bytes': 81984,
 'httpcompression/response_count': 23,
 'log_count/DEBUG': 235,
 'log_count/INFO': 783,
 'memusage/max': 85131264,
 'memusage/startup': 85131264,
 'request_depth_max': 3,
 'response_received_count': 23,

=== Verification Results ===
Checking court data...
Current time: 2024-11-05 08:52:35
Tomorrow's date should be: 2024-11-06

Total courts found: 20

Most recent entries:

======================================================================
ID: 1146
Name: Alki Playfield Tennis Court 01
Facility Type: Tennis Court - Outdoor (Citywide)
Address: Alki Playfield
Last Updated: 2024-11-05T08:52:35.400437+00:00

Available Times:
======================================================================

======================================================================
ID: 1147
Name: Alki Playfield Tennis Court 02
Facility Type: Tennis Court - Outdoor (Citywide)
Address: Alki Playfield
Last Updated: 2024-11-05T08:52:33.925636+00:00

Available Times:
======================================================================

======================================================================
ID: 279
Name: AYTC Outdoor Tennis Court 01
Facility Type: Tennis Court - Outdoor (AYTC)
Address: Amy Yee Tennis Center (AYTC)
Last Updated: 2024-11-05T08:52:32.575734+00:00

Available Times:
======================================================================

======================================================================
ID: 280
Name: AYTC Outdoor Tennis Court 02
Facility Type: Tennis Court - Outdoor (AYTC)
Address: Amy Yee Tennis Center (AYTC)
Last Updated: 2024-11-05T08:52:31.951524+00:00

Available Times:
======================================================================

======================================================================
ID: 281
Name: AYTC Outdoor Tennis Court 03
Facility Type: Tennis Court - Outdoor (AYTC)
Address: Amy Yee Tennis Center (AYTC)
Last Updated: 2024-11-05T08:52:30.725957+00:00

Available Times:
======================================================================

Courts by facility type:
Tennis Court - Outdoor (Citywide): 14 courts
Tennis Court - Outdoor (AYTC): 6 courts
Starting spider run at Wed Nov  6 08:52:05 PST 2024
Running spider with verbose output...
Spider run completed at Wed Nov  6 08:52:40 PST 2024

=== Run Summary ===
Debug Log: /Users/ryanheger/CurrentScraper/logs/debug_20241106_085205.log
Spider Log: /Users/ryanheger/CurrentScraper/logs/spider_20241106_085205.log
Error Log: /Users/ryanheger/CurrentScraper/logs/error_20241106_085205.log

=== Last Debug Messages ===

=== Last Error Messages ===

=== Spider Statistics ===
2024-11-06 08:52:40 [scrapy.statscollectors] INFO: Dumping Scrapy stats:
{'downloader/request_bytes': 69142,
 'downloader/request_count': 26,
 'downloader/request_method_count/GET': 24,
 'downloader/request_method_count/POST': 2,
 'downloader/response_bytes': 50314,
 'downloader/response_count': 26,
 'downloader/response_status_count/200': 3,
 'downloader/response_status_count/202': 20,
 'downloader/response_status_count/302': 3,
 'elapsed_time_seconds': 31.612683,
 'finish_reason': 'finished',
 'finish_time': datetime.datetime(2024, 11, 6, 16, 52, 40, 48945, tzinfo=datetime.timezone.utc),
 'httpcompression/response_bytes': 82001,
 'httpcompression/response_count': 23,
 'log_count/DEBUG': 235,
 'log_count/INFO': 783,
 'memusage/max': 85999616,
 'memusage/startup': 85999616,
 'request_depth_max': 3,
 'response_received_count': 23,

=== Verification Results ===
Checking court data...
Current time: 2024-11-06 08:52:40
Tomorrow's date should be: 2024-11-07

Total courts found: 20

Most recent entries:

======================================================================
ID: 1146
Name: Alki Playfield Tennis Court 01
Facility Type: Tennis Court - Outdoor (Citywide)
Address: Alki Playfield
Last Updated: 2024-11-06T08:52:39.972797+00:00

Available Times:
======================================================================

======================================================================
ID: 1147
Name: Alki Playfield Tennis Court 02
Facility Type: Tennis Court - Outdoor (Citywide)
Address: Alki Playfield
Last Updated: 2024-11-06T08:52:38.496098+00:00

Available Times:
======================================================================

======================================================================
ID: 279
Name: AYTC Outdoor Tennis Court 01
Facility Type: Tennis Court - Outdoor (AYTC)
Address: Amy Yee Tennis Center (AYTC)
Last Updated: 2024-11-06T08:52:37.232449+00:00

Available Times:
======================================================================

======================================================================
ID: 280
Name: AYTC Outdoor Tennis Court 02
Facility Type: Tennis Court - Outdoor (AYTC)
Address: Amy Yee Tennis Center (AYTC)
Last Updated: 2024-11-06T08:52:35.884001+00:00

Available Times:
======================================================================

======================================================================
ID: 281
Name: AYTC Outdoor Tennis Court 03
Facility Type: Tennis Court - Outdoor (AYTC)
Address: Amy Yee Tennis Center (AYTC)
Last Updated: 2024-11-06T08:52:34.393252+00:00

Available Times:
======================================================================

Courts by facility type:
Tennis Court - Outdoor (Citywide): 14 courts
Tennis Court - Outdoor (AYTC): 6 courts
Starting spider run at Thu Nov  7 08:52:04 PST 2024
Running spider with verbose output...
Spider run completed at Thu Nov  7 08:52:38 PST 2024

=== Run Summary ===
Debug Log: /Users/ryanheger/CurrentScraper/logs/debug_20241107_085204.log
Spider Log: /Users/ryanheger/CurrentScraper/logs/spider_20241107_085204.log
Error Log: /Users/ryanheger/CurrentScraper/logs/error_20241107_085204.log

=== Last Debug Messages ===

=== Last Error Messages ===

=== Spider Statistics ===
2024-11-07 08:52:38 [scrapy.statscollectors] INFO: Dumping Scrapy stats:
{'downloader/request_bytes': 69149,
 'downloader/request_count': 26,
 'downloader/request_method_count/GET': 24,
 'downloader/request_method_count/POST': 2,
 'downloader/response_bytes': 50285,
 'downloader/response_count': 26,
 'downloader/response_status_count/200': 3,
 'downloader/response_status_count/202': 20,
 'downloader/response_status_count/302': 3,
 'elapsed_time_seconds': 30.96685,
 'finish_reason': 'finished',
 'finish_time': datetime.datetime(2024, 11, 7, 16, 52, 38, 718791, tzinfo=datetime.timezone.utc),
 'httpcompression/response_bytes': 81973,
 'httpcompression/response_count': 23,
 'log_count/DEBUG': 235,
 'log_count/INFO': 783,
 'memusage/max': 87113728,
 'memusage/startup': 87113728,
 'request_depth_max': 3,
 'response_received_count': 23,

=== Verification Results ===
Checking court data...
Current time: 2024-11-07 08:52:39
Tomorrow's date should be: 2024-11-08

Total courts found: 20

Most recent entries:

======================================================================
ID: 1146
Name: Alki Playfield Tennis Court 01
Facility Type: Tennis Court - Outdoor (Citywide)
Address: Alki Playfield
Last Updated: 2024-11-07T08:52:38.656721+00:00

Available Times:
======================================================================

======================================================================
ID: 1147
Name: Alki Playfield Tennis Court 02
Facility Type: Tennis Court - Outdoor (Citywide)
Address: Alki Playfield
Last Updated: 2024-11-07T08:52:37.569758+00:00

Available Times:
======================================================================

======================================================================
ID: 279
Name: AYTC Outdoor Tennis Court 01
Facility Type: Tennis Court - Outdoor (AYTC)
Address: Amy Yee Tennis Center (AYTC)
Last Updated: 2024-11-07T08:52:36.295083+00:00

Available Times:
======================================================================

======================================================================
ID: 280
Name: AYTC Outdoor Tennis Court 02
Facility Type: Tennis Court - Outdoor (AYTC)
Address: Amy Yee Tennis Center (AYTC)
Last Updated: 2024-11-07T08:52:35.000928+00:00

Available Times:
======================================================================

======================================================================
ID: 281
Name: AYTC Outdoor Tennis Court 03
Facility Type: Tennis Court - Outdoor (AYTC)
Address: Amy Yee Tennis Center (AYTC)
Last Updated: 2024-11-07T08:52:34.348823+00:00

Available Times:
======================================================================

Courts by facility type:
Tennis Court - Outdoor (Citywide): 14 courts
Tennis Court - Outdoor (AYTC): 6 courts

Spider initialized
Tomorrow's date set to: 11/08/2024

Starting requests

Getting CSRF token
CSRF Token: aa8497c3-30d4-4d15-b814-75af7089df14

Attempting login...

Processing login response
Login successful

Parsing facilities
Found 20 facilities

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1146?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003489

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1147?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003489

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/279?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003489

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/280?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003489

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/281?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003489

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/282?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003489

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/283?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003489

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/284?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003489

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1319?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003489

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1320?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003489

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1315?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003489

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1316?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003489

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1317?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003489

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1318?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003489

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1323?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003489

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1324?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003489

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1325?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003489

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1326?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003489

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1330?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003489

Checking availability URL: https://anc.apm.activecommunities.com/seattle/rest/reservation/resource/availability/daily/1331?start_date=11/08/2024&end_date=11/08/2024&attendee=1&_=1731003489

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1331",
  "name": "David Rodgers Park Tennis Court 02",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "David Rodgers Park",
  "available_times": "",
  "last_updated": "2024-11-07T10:18:10.473147"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1330",
  "name": "David Rodgers Park Tennis Court 01",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "David Rodgers Park",
  "available_times": "",
  "last_updated": "2024-11-07T10:18:11.907507"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1326",
  "name": "Bryant Playground Tennis Court 02",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Bryant Playground",
  "available_times": "",
  "last_updated": "2024-11-07T10:18:13.388154"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1325",
  "name": "Bryant Playground Tennis Court 01",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Bryant Playground",
  "available_times": "",
  "last_updated": "2024-11-07T10:18:14.170010"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1324",
  "name": "Brighton Playfield Tennis Court 02",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Brighton Playfield",
  "available_times": "",
  "last_updated": "2024-11-07T10:18:15.459294"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1323",
  "name": "Brighton Playfield Tennis Court 01",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Brighton Playfield",
  "available_times": "",
  "last_updated": "2024-11-07T10:18:16.945795"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1318",
  "name": "Bitter Lake Playfield Tennis Court 04",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Bitter Lake Playfield",
  "available_times": "",
  "last_updated": "2024-11-07T10:18:18.245315"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1317",
  "name": "Bitter Lake Playfield Tennis Court 03",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Bitter Lake Playfield",
  "available_times": "",
  "last_updated": "2024-11-07T10:18:19.691617"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1316",
  "name": "Bitter Lake Playfield Tennis Court 02",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Bitter Lake Playfield",
  "available_times": "",
  "last_updated": "2024-11-07T10:18:21.144981"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
    "sessionRefreshedOn": null,
    "sessionExtendedCount": 0,
    "response_code": "9008",
    "response_message": "Start date is invalid.",
    "page_info": {
      "order_by": "",
      "total_records_per_page": 20,
      "page_number": 1,
      "total_records": 0,
      "order_option": "ASC",
      "total_page": 1
    }
  },
  "body": {}
}

Processing daily details for date: 11/08/2024

Saving data to Supabase: {
  "id": "1315",
  "name": "Bitter Lake Playfield Tennis Court 01",
  "facility_type": "Tennis Court - Outdoor (Citywide)",
  "address": "Bitter Lake Playfield",
  "available_times": "",
  "last_updated": "2024-11-07T10:18:22.032077"
}

Error processing facility: {'code': 'PGRST204', 'details': None, 'hint': None, 'message': "Could not find the 'last_updated' column of 'courts' in the schema cache"}

Parsing availability response

RAW API RESPONSE: {
  "headers": {
